Name	Type 1	Type 2	HP	Atk	Def	Tankiness	Basic Atk	PW	Type	STAB?	Spd (ms)	NRG	Quick Dmg	Charge Atk	PW	Type	STAB?	NRG	Crit%	Spd (ms)	Charge Dmg	Quicks to Full	QuickTime (ms)	Full Cycle DPS	Quick Only DPS	Defensive DPS	DPS %	Duel Ability	Duel %	Def Ability	Def %	1.5x Def
Chansey	Normal		500	60	176	88000	Pound	7	Normal	1	540	7	2	Psybeam	40	Psychic	0	25	5	3800	9	4	2160	2.85	3.70	1.07	21.42%	325600	44.08%	93734	35.01%	#REF!
Nidoqueen	Poison	Ground	180	180	174	31320	Bite	6	Dark	0	500	7	4	Sludge Wave	70	Poison	1	100	5	3400	53	15	7500	10.37	8.00	2.63	60.05%	324788	43.97%	82498	30.81%	#REF!
Tauros	Normal		150	198	197	29550	Tackle	12	Normal	1	1100	10	10	Earthquake	100	Ground	0	100	5	4200	67	10	11000	10.99	9.09	4.49	63.64%	324755	43.96%	132657	49.55%	#REF!
Tentacruel	Water	Poison	160	166	237	37920	Acid	10	Poison	1	1050	10	7	Sludge Wave	70	Poison	1	100	5	3400	49	10	10500	8.56	6.67	3.31	49.57%	324595	43.94%	125696	46.95%	#REF!
Machamp	Fighting		180	234	162	29160	Karate Chop	6	Fighting	1	800	8	6	Cross Chop	60	Fighting	1	100	25	2000	59	13	10400	11.05	7.50	3.39	63.98%	322218	43.62%	98884	36.93%	#REF!
Nidoqueen	Poison	Ground	180	180	174	31320	Bite	6	Dark	0	500	7	4	Stone Edge	80	Rock	0	100	50	3100	49	15	7500	10.28	8.00	2.56	59.53%	321970	43.58%	80138	29.93%	#REF!
Kangaskhan	Normal		210	181	165	34650	Mud Slap	15	Ground	0	1350	12	10	Earthquake	100	Ground	0	100	5	4200	61	9	12150	9.24	7.41	4.15	53.50%	320166	43.34%	143938	53.76%	#REF!
Kabutops	Rock	Water	120	220	203	24360	Mud Shot	6	Ground	0	550	7	5	Stone Edge	80	Rock	1	100	50	3100	74	15	8250	13.13	9.09	3.44	76.03%	319847	43.30%	83729	31.27%	#REF!
Vileplume	Grass	Poison	150	202	170	25500	Acid	10	Poison	1	1050	10	9	Solar Beam	120	Grass	1	100	5	4900	102	10	10500	12.47	8.57	5.13	72.21%	317985	43.05%	130909	48.89%	#REF!
Kangaskhan	Normal		210	181	165	34650	Low Kick	5	Fighting	0	600	7	4	Earthquake	100	Ground	0	100	5	4200	61	15	9000	9.17	6.67	2.68	53.10%	317741	43.01%	92758	34.64%	#REF!
Nidoking	Poison	Ground	162	204	157	25434	Fury Cutter	3	Bug	0	400	6	3	Earthquake	100	Ground	1	100	5	4200	86	17	6800	12.45	7.50	2.91	72.09%	316653	42.87%	74137	27.69%	#REF!
Alakazam	Psychic		110	271	194	21340	Confusion	15	Psychic	1	1510	14	17	Psychic	55	Psychic	1	50	5	2800	63	4	6040	14.82	11.26	6.95	85.81%	316259	42.81%	148383	55.42%	#REF!
Muk	Poison		210	190	184	38640	Lick	5	Ghost	0	500	6	4	Dark Pulse	45	Dark	0	33	5	3500	29	6	3000	8.15	8.00	2.59	47.19%	314916	42.63%	99899	37.31%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Water Gun	6	Water	1	500	7	6	Psychic	55	Psychic	1	50	5	2800	49	8	4000	14.26	12.00	3.91	82.57%	314861	42.62%	86361	32.26%	#REF!
Charizard	Fire	Flying	156	223	176	27456	Ember	10	Fire	1	1050	10	10	Dragon Claw	35	Dragon	0	50	25	1500	27	5	5250	11.41	9.52	4.11	66.07%	313273	42.41%	112753	42.11%	#REF!
Clefable	Fairy		190	178	171	32490	Zen Headbutt	12	Psychic	0	1050	9	8	Moonblast	85	Fairy	1	100	5	4100	64	12	12600	9.58	7.62	3.75	55.47%	311254	42.13%	121742	45.47%	#REF!
Vileplume	Grass	Poison	150	202	170	25500	Razor Leaf	15	Grass	1	1450	12	13	Solar Beam	120	Grass	1	100	5	4900	102	9	13050	12.20	8.97	5.77	70.64%	311100	42.11%	147154	54.96%	#REF!
Nidoking	Poison	Ground	162	204	157	25434	Poison Jab	12	Poison	1	1050	10	11	Sludge Wave	70	Poison	1	100	5	3400	60	10	10500	12.23	10.48	4.74	70.82%	311058	42.11%	120440	44.98%	#REF!
Clefable	Fairy		190	178	171	32490	Pound	7	Normal	0	540	7	5	Dazzling Gleam	55	Fairy	1	33	5	4200	41	5	2700	9.57	9.26	3.49	55.41%	310929	42.09%	113457	42.38%	#REF!
Ninetales	Fire		146	169	204	29784	Ember	10	Fire	1	1050	10	8	Fire Blast	100	Fire	1	100	5	4100	71	10	10500	10.34	7.62	4.13	59.87%	307967	41.69%	122879	45.89%	#REF!
Kabutops	Rock	Water	120	220	203	24360	Fury Cutter	3	Bug	0	400	6	3	Stone Edge	80	Rock	1	100	50	3100	74	17	6800	12.63	7.50	2.72	73.13%	307667	41.65%	66340	24.78%	#REF!
Golem	Rock	Ground	160	211	229	36640	Rock Throw	12	Rock	1	1360	15	11	Ancient Power	35	Rock	1	25	5	3600	31	2	2720	8.39	8.09	4.30	48.58%	307410	41.61%	157623	58.87%	#REF!
Poliwrath	Water	Fighting	180	182	187	33660	Bubble	25	Water	1	2300	25	19	Submission	30	Fighting	1	33	5	2100	23	2	4600	9.10	8.26	4.80	52.69%	306306	41.46%	161674	60.38%	#REF!
Wigglytuff	Normal	Fairy	280	156	93	26040	Pound	7	Normal	1	540	7	5	Hyper Beam	120	Normal	1	100	5	5000	79	15	8100	11.76	9.26	3.41	68.09%	306230	41.45%	88917	33.21%	#REF!
Nidoking	Poison	Ground	162	204	157	25434	Poison Jab	12	Poison	1	1050	10	11	Megahorn	80	Bug	0	100	5	3200	55	10	10500	12.04	10.48	4.62	69.72%	306225	41.45%	117552	43.90%	#REF!
Muk	Poison		210	190	184	38640	Acid	10	Poison	1	1050	10	8	Dark Pulse	45	Dark	0	33	5	3500	29	4	4200	7.92	7.62	3.45	45.86%	306029	41.43%	133166	49.74%	#REF!
Hypno	Psychic		170	144	215	36550	Confusion	15	Psychic	1	1510	14	10	Psychic	55	Psychic	1	50	5	2800	34	4	6040	8.37	6.62	3.93	48.47%	305924	41.41%	143562	53.62%	#REF!
Tangela	Grass		130	183	205	26650	Vine Whip	7	Grass	1	650	7	6	Power Whip	70	Grass	1	100	0	2800	54	15	9750	11.47	9.23	3.23	66.42%	305676	41.38%	86141	32.17%	#REF!
Dewgong	Water	Ice	180	139	184	33120	Frost Breath	9	Ice	1	810	7	6	Blizzard	100	Ice	1	100	5	3900	58	15	12150	9.22	7.41	3.08	53.39%	305366	41.34%	102014	38.10%	#REF!
Aerodactyl	Rock	Flying	160	221	164	26240	Steel Wing	15	Steel	0	1330	12	12	Hyper Beam	120	Normal	0	100	5	5000	89	9	11970	11.61	9.02	5.33	67.23%	304646	41.24%	139824	52.22%	#REF!
Machamp	Fighting		180	234	162	29160	Karate Chop	6	Fighting	1	800	8	6	Stone Edge	80	Rock	0	100	50	3100	63	13	10400	10.44	7.50	3.40	60.45%	304430	41.21%	99074	37.00%	#REF!
Blastoise	Water		158	171	210	33180	Bite	6	Dark	0	500	7	4	Ice Beam	65	Ice	0	50	5	3650	38	8	4000	9.15	8.00	2.73	52.98%	303597	41.10%	90550	33.82%	#REF!
Hypno	Psychic		170	144	215	36550	Zen Headbutt	12	Psychic	1	1050	9	8	Psyshock	40	Psychic	1	33	5	2700	25	4	4200	8.26	7.62	3.37	47.83%	301903	40.87%	123275	46.04%	#REF!
Pinsir	Bug		130	238	197	25610	Fury Cutter	3	Bug	1	400	6	3	X-Scissor	35	Bug	1	33	5	2100	35	6	2400	11.78	7.50	2.86	68.21%	301686	40.84%	73369	27.40%	#REF!
Vileplume	Grass	Poison	150	202	170	25500	Acid	10	Poison	1	1050	10	9	Petal Blizzard	65	Grass	1	50	5	3200	55	5	5250	11.83	8.57	4.89	68.50%	301665	40.84%	124694	46.57%	#REF!
Kangaskhan	Normal		210	181	165	34650	Mud Slap	15	Ground	0	1350	12	10	Brick Break	30	Fighting	0	33	25	1600	19	3	4050	8.67	7.41	3.59	50.20%	300416	40.67%	124385	46.46%	#REF!
Kangaskhan	Normal		210	181	165	34650	Low Kick	5	Fighting	0	600	7	4	Stomp	30	Normal	1	25	5	2100	23	4	2400	8.67	6.67	2.69	50.20%	300416	40.67%	93197	34.81%	#REF!
Alakazam	Psychic		110	271	194	21340	Psycho Cut	7	Psychic	1	570	7	8	Dazzling Gleam	55	Fairy	0	33	5	4200	50	5	2850	12.77	14.04	4.72	81.30%	299614	40.56%	100819	37.66%	#REF!
Alakazam	Psychic		110	271	194	21340	Psycho Cut	7	Psychic	1	570	7	8	Shadow Ball	45	Ghost	0	33	5	3080	41	5	2850	13.66	14.04	4.52	81.30%	299614	40.56%	96405	36.01%	#REF!
Arcanine	Fire		180	227	166	29880	Bite	6	Dark	0	500	7	5	Bulldoze	35	Ground	0	25	5	3400	27	4	2000	8.70	10.00	3.05	57.90%	298800	40.45%	91192	34.06%	#REF!
Kangaskhan	Normal		210	181	165	34650	Mud Slap	15	Ground	0	1350	12	10	Stomp	30	Normal	1	25	5	2100	23	3	4050	8.62	7.41	3.75	49.91%	298683	40.43%	129784	48.47%	#REF!
Poliwrath	Water	Fighting	180	182	187	33660	Mud Shot	6	Ground	0	550	7	4	Submission	30	Fighting	1	33	5	2100	23	5	2750	8.87	7.27	2.55	51.36%	298564	40.42%	85898	32.08%	#REF!
Jynx	Ice	Psychic	130	223	182	23660	Pound	7	Normal	0	540	7	6	Psyshock	40	Psychic	1	33	5	2700	38	5	2700	12.59	11.11	3.91	72.90%	297879	40.32%	92464	34.53%	#REF!
Kangaskhan	Normal		210	181	165	34650	Low Kick	5	Fighting	0	600	7	4	Brick Break	30	Fighting	0	33	25	1600	19	5	3000	8.48	6.67	2.35	49.10%	293832	39.78%	81407	30.40%	#REF!
Slowbro	Water	Psychic	190	177	194	36860	Confusion	15	Psychic	1	1510	14	12	Water Pulse	35	Water	1	25	5	3300	26	2	3020	7.91	7.95	4.06	46.03%	293037	39.67%	149594	55.87%	#REF!
Weezing	Poison		130	174	221	28730	Acid	10	Poison	1	1050	10	8	Sludge Bomb	55	Poison	1	50	5	2600	40	5	5250	10.19	7.62	4.03	59.00%	292759	39.63%	115788	43.25%	#REF!
Vileplume	Grass	Poison	150	202	170	25500	Razor Leaf	15	Grass	1	1450	12	13	Petal Blizzard	65	Grass	1	50	5	3200	55	5	7250	11.48	8.97	5.35	66.47%	292740	39.63%	136303	50.91%	#REF!
Golduck	Water		160	191	163	26080	Water Gun	6	Water	1	500	7	5	Psychic	55	Psychic	0	50	5	2800	36	8	4000	11.18	10.00	3.06	64.74%	291574	39.47%	79923	29.85%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Shadow Claw	11	Ghost	1	950	8	12	Sludge Bomb	55	Poison	1	50	5	2600	60	7	6650	15.57	12.63	5.70	90.16%	291470	39.46%	106760	39.87%	#REF!
Scyther	Bug	Flying	140	218	170	23800	Fury Cutter	3	Bug	1	400	6	3	Bug Buzz	75	Bug	1	50	5	4250	69	9	3600	12.23	7.50	3.45	70.82%	291074	39.40%	82039	30.64%	#REF!
Jynx	Ice	Psychic	130	223	182	23660	Frost Breath	9	Ice	1	810	7	9	Psyshock	40	Psychic	1	33	5	2700	38	5	4050	12.30	11.11	4.43	71.22%	291018	39.39%	104735	39.12%	#REF!
Chansey	Normal		500	60	176	88000	Zen Headbutt	12	Psychic	0	1050	9	3	Psychic	55	Psychic	0	50	5	2800	12	6	6300	3.30	2.86	1.30	19.11%	290400	39.31%	114286	42.68%	#REF!
Pidgeot	Normal	Flying	166	166	157	26062	Wing Attack	9	Flying	1	750	7	7	Hurricane	80	Flying	1	100	5	3200	56	15	11250	11.14	9.33	3.47	64.50%	290331	39.30%	90333	33.74%	#REF!
Machamp	Fighting		180	234	162	29160	Bullet Punch	10	Steel	0	1200	10	8	Cross Chop	60	Fighting	1	100	25	2000	59	10	12000	9.93	6.67	3.86	57.50%	289559	39.20%	112590	42.05%	#REF!
Ninetales	Fire		146	169	204	29784	Feint Attack	12	Dark	0	1040	10	7	Fire Blast	100	Fire	1	100	5	4100	71	10	10400	9.72	6.73	3.86	56.28%	289500	39.19%	115056	42.97%	#REF!
Clefable	Fairy		190	178	171	32490	Zen Headbutt	12	Psychic	0	1050	9	8	Psychic	55	Psychic	0	50	5	2800	33	6	6300	8.90	7.62	3.51	51.53%	289161	39.14%	113926	42.55%	#REF!
Omastar	Rock	Water	140	207	227	31780	Mud Shot	6	Ground	0	550	7	5	Ancient Power	35	Rock	1	25	5	3600	31	4	2200	8.79	9.09	3.23	52.63%	288880	39.11%	102581	38.31%	#REF!
Ninetales	Fire		146	169	204	29784	Ember	10	Fire	1	1050	10	8	Flamethrower	55	Fire	1	50	5	2900	39	5	5250	9.69	7.62	3.92	56.11%	288607	39.07%	116771	43.61%	#REF!
Pinsir	Bug		130	238	197	25610	Rock Smash	15	Fighting	0	1410	12	12	X-Scissor	35	Bug	1	33	5	2100	35	3	4230	11.22	8.51	4.95	64.97%	287344	38.90%	126888	47.39%	#REF!
Kingler	Water		110	240	214	23540	Metal Claw	8	Steel	0	630	7	7	X-Scissor	35	Bug	0	33	5	2100	29	5	3150	12.19	11.11	3.71	70.58%	286953	38.84%	87337	32.62%	#REF!
Machamp	Fighting		180	234	162	29160	Karate Chop	6	Fighting	1	800	8	6	Submission	30	Fighting	1	33	5	2100	30	5	4000	9.84	7.50	3.31	56.98%	286934	38.84%	96663	36.10%	#REF!
Tauros	Normal		150	198	197	29550	Zen Headbutt	12	Psychic	0	1050	9	8	Earthquake	100	Ground	0	100	5	4200	67	12	12600	9.70	7.62	3.81	56.17%	286635	38.80%	112539	42.03%	#REF!
Ninetales	Fire		146	169	204	29784	Ember	10	Fire	1	1050	10	8	Heat Wave	80	Fire	1	100	5	3800	57	10	10500	9.58	7.62	3.77	55.47%	285331	38.63%	112408	41.98%	#REF!
Blastoise	Water		158	171	210	33180	Bite	6	Dark	0	500	7	4	Flash Cannon	60	Steel	0	33	5	3900	35	5	2500	8.59	8.00	2.99	49.74%	285016	38.58%	99179	37.04%	#REF!
Clefable	Fairy		190	178	171	32490	Zen Headbutt	12	Psychic	0	1050	9	8	Dazzling Gleam	55	Fairy	1	33	5	4200	41	4	4200	8.69	7.62	3.97	50.32%	282338	38.22%	128901	48.14%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Sucker Punch	7	Dark	0	700	9	7	Sludge Bomb	55	Poison	1	50	5	2600	60	6	4200	15.00	10.00	4.90	86.86%	280800	38.01%	91800	34.29%	#REF!
Jolteon	Electric		130	232	201	26130	Thunder Shock	5	Electric	1	600	8	5	Discharge	35	Electric	1	33	5	2500	34	5	3000	10.73	8.33	3.37	62.13%	280375	37.95%	88095	32.90%	#REF!
Tangela	Grass		130	183	205	26650	Vine Whip	7	Grass	1	650	7	6	Sludge Bomb	55	Poison	0	50	5	2600	34	8	5200	10.51	9.23	3.18	60.86%	280092	37.92%	84702	31.64%	#REF!
Aerodactyl	Rock	Flying	160	221	164	26240	Bite	6	Dark	0	500	7	5	Iron Head	30	Steel	0	33	5	2000	23	5	2500	10.67	10.00	2.91	61.78%	279981	37.90%	76335	28.51%	#REF!
Golduck	Water		160	191	163	26080	Water Gun	6	Water	1	500	7	5	Ice Beam	65	Ice	0	50	5	3650	42	8	4000	10.72	10.00	3.20	62.07%	279578	37.85%	83375	31.14%	#REF!
Cloyster	Water	Ice	100	186	323	32300	Frost Breath	9	Ice	1	810	7	7	Icy Wind	25	Ice	1	20	5	3800	20	3	2430	6.58	8.64	2.88	50.03%	279072	37.78%	93064	34.76%	#REF!
Dewgong	Water	Ice	180	139	184	33120	Ice Shard	15	Ice	1	1400	12	9	Blizzard	100	Ice	1	100	5	3900	58	9	12600	8.42	6.43	3.81	48.76%	278870	37.75%	126128	47.11%	#REF!
Hypno	Psychic		170	144	215	36550	Zen Headbutt	12	Psychic	1	1050	9	8	Shadow Ball	45	Ghost	0	33	5	3080	22	4	4200	7.42	7.62	3.13	44.12%	278511	37.70%	114219	42.66%	#REF!
Victreebel	Grass	Poison	160	207	138	22080	Acid	10	Poison	1	1050	10	9	Solar Beam	120	Grass	1	100	5	4900	104	10	10500	12.60	8.57	5.19	72.96%	278208	37.66%	114533	42.78%	#REF!
Hypno	Psychic		170	144	215	36550	Confusion	15	Psychic	1	1510	14	10	Psyshock	40	Psychic	1	33	5	2700	25	3	4530	7.61	6.62	3.61	44.06%	278146	37.65%	131993	49.30%	#REF!
Poliwrath	Water	Fighting	180	182	187	33660	Bubble	25	Water	1	2300	25	19	Ice Punch	45	Ice	0	33	5	3500	28	2	4600	8.15	8.26	4.68	47.83%	278032	37.64%	157557	58.85%	#REF!
Tauros	Normal		150	198	197	29550	Tackle	12	Normal	1	1100	10	10	Iron Head	30	Steel	0	33	5	2000	20	4	4400	9.38	9.09	3.66	54.31%	277179	37.52%	108110	40.38%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Shadow Claw	11	Ghost	1	950	8	12	Sludge Wave	70	Poison	1	100	5	3400	77	13	12350	14.79	12.63	5.33	85.64%	276869	37.48%	99697	37.24%	#REF!
Cloyster	Water	Ice	100	186	323	32300	Ice Shard	15	Ice	1	1400	12	12	Icy Wind	25	Ice	1	20	5	3800	20	2	2800	6.67	8.57	3.49	49.62%	276811	37.47%	112794	42.13%	#REF!
Nidoking	Poison	Ground	162	204	157	25434	Fury Cutter	3	Bug	0	400	6	3	Sludge Wave	70	Poison	1	100	5	3400	60	17	6800	10.88	7.50	2.40	63.00%	276722	37.46%	61108	22.82%	#REF!
Machamp	Fighting		180	234	162	29160	Bullet Punch	10	Steel	0	1200	10	8	Stone Edge	80	Rock	0	100	50	3100	63	10	12000	9.47	6.67	3.85	54.83%	276145	37.38%	112396	41.98%	#REF!
Sandslash	Ground		150	182	202	30300	Mud Shot	6	Ground	1	550	7	5	Bulldoze	35	Ground	1	25	5	3400	27	4	2200	8.39	9.09	3.01	52.63%	275427	37.28%	91288	34.10%	#REF!
Sandslash	Ground		150	182	202	30300	Mud Shot	6	Ground	1	550	7	5	Rock Tomb	30	Rock	0	25	25	3400	19	4	2200	6.96	9.09	2.50	52.63%	275427	37.28%	75750	28.29%	#REF!
Electabuzz	Electric		130	198	173	22490	Thunder Shock	5	Electric	1	600	8	5	Thunder	100	Electric	1	100	5	4300	83	13	7800	12.23	8.33	3.69	70.82%	275053	37.23%	83005	31.00%	#REF!
Jynx	Ice	Psychic	130	223	182	23660	Pound	7	Normal	0	540	7	6	Ice Punch	45	Ice	1	33	5	3500	42	5	2700	11.61	11.11	3.96	67.23%	274693	37.18%	93600	34.96%	#REF!
Wigglytuff	Normal	Fairy	280	156	93	26040	Pound	7	Normal	1	540	7	5	Play Rough	55	Fairy	1	50	5	2900	36	8	4320	10.53	9.26	3.01	60.97%	274201	37.12%	78471	29.31%	#REF!
Tauros	Normal		150	198	197	29550	Tackle	12	Normal	1	1100	10	10	Horn Attack	25	Normal	1	25	5	2200	21	3	3300	9.27	9.09	3.78	53.68%	273929	37.08%	111633	41.69%	#REF!
Jynx	Ice	Psychic	130	223	182	23660	Frost Breath	9	Ice	1	810	7	9	Ice Punch	45	Ice	1	33	5	3500	42	5	4050	11.52	11.11	4.45	66.71%	272563	36.90%	105290	39.33%	#REF!
Ninetales	Fire		146	169	204	29784	Feint Attack	12	Dark	0	1040	10	7	Flamethrower	55	Fire	1	50	5	2900	39	5	5200	9.14	6.73	3.68	52.92%	272226	36.85%	109653	40.95%	#REF!
Victreebel	Grass	Poison	160	207	138	22080	Razor Leaf	15	Grass	1	1450	12	13	Solar Beam	120	Grass	1	100	5	4900	104	9	13050	12.31	8.97	5.82	71.28%	271805	36.79%	128582	48.02%	#REF!
Scyther	Bug	Flying	140	218	170	23800	Steel Wing	15	Steel	0	1330	12	11	Bug Buzz	75	Bug	1	50	5	4250	69	5	6650	11.38	8.27	5.41	65.89%	270844	36.66%	128873	48.13%	#REF!
Nidoking	Poison	Ground	162	204	157	25434	Fury Cutter	3	Bug	0	400	6	3	Megahorn	80	Bug	0	100	5	3200	55	17	6800	10.60	7.50	2.30	61.38%	269600	36.50%	58609	21.89%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Rock Smash	15	Fighting	1	1410	12	15	Brick Break	30	Fighting	1	33	25	1600	29	3	4230	12.69	10.64	5.35	73.48%	267759	36.25%	112899	42.17%	#REF!
Omastar	Rock	Water	140	207	227	31780	Rock Throw	12	Rock	1	1360	15	11	Ancient Power	35	Rock	1	25	5	3600	31	2	2720	8.39	8.09	4.30	48.58%	266634	36.09%	136716	51.06%	#REF!
Ninetales	Fire		146	169	204	29784	Feint Attack	12	Dark	0	1040	10	7	Heat Wave	80	Fire	1	100	5	3800	57	10	10400	8.94	6.73	3.51	51.77%	266269	36.04%	104491	39.03%	#REF!
Weezing	Poison		130	174	221	28730	Tackle	12	Normal	0	1100	10	7	Sludge Bomb	55	Poison	1	50	5	2600	40	5	5500	9.26	6.36	3.73	53.62%	266040	36.01%	107201	40.04%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Water Gun	6	Water	1	500	7	6	Psybeam	40	Psychic	1	25	5	3800	36	4	2000	10.34	12.00	3.80	69.48%	264960	35.87%	83848	31.32%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Water Gun	6	Water	1	500	7	6	Power Gem	40	Rock	0	33	5	2900	29	5	2500	10.93	12.00	3.39	69.48%	264960	35.87%	74869	27.96%	#REF!
Magmar	Fire		130	206	169	21970	Ember	10	Fire	1	1050	10	9	Fire Blast	100	Fire	1	100	5	4100	86	10	10500	12.05	8.57	4.81	69.77%	264739	35.84%	105648	39.46%	#REF!
Scyther	Bug	Flying	140	218	170	23800	Fury Cutter	3	Bug	1	400	6	3	X-Scissor	35	Bug	1	33	5	2100	32	6	2400	11.11	7.50	2.70	64.33%	264418	35.79%	64324	24.02%	#REF!
Electabuzz	Electric		130	198	173	22490	Thunder Shock	5	Electric	1	600	8	5	Thunderbolt	55	Electric	1	50	5	2700	46	7	4200	11.74	8.33	3.54	67.98%	264033	35.74%	79550	29.71%	#REF!
Rapidash	Fire		130	207	167	21710	Ember	10	Fire	1	1050	10	9	Fire Blast	100	Fire	1	100	5	4100	87	10	10500	12.12	8.57	4.84	70.18%	263125	35.62%	104991	39.21%	#REF!
Jynx	Ice	Psychic	130	223	182	23660	Frost Breath	9	Ice	1	810	7	9	Draining Kiss	25	Fairy	0	20	5	2800	19	3	2430	8.80	11.11	3.48	64.33%	262863	35.58%	82265	30.73%	#REF!
Jynx	Ice	Psychic	130	223	182	23660	Pound	7	Normal	0	540	7	6	Draining Kiss	25	Fairy	0	20	5	2800	19	3	1620	8.37	11.11	2.98	64.33%	262863	35.58%	70485	26.33%	#REF!
Aerodactyl	Rock	Flying	160	221	164	26240	Bite	6	Dark	0	500	7	5	Ancient Power	35	Rock	1	25	5	3600	33	4	2000	9.46	10.00	3.40	57.90%	262400	35.52%	89149	33.30%	#REF!
Machamp	Fighting		180	234	162	29160	Bullet Punch	10	Steel	0	1200	10	8	Submission	30	Fighting	1	33	5	2100	30	4	4800	8.99	6.67	3.67	52.06%	262148	35.49%	106978	39.96%	#REF!
Kingler	Water		110	240	214	23540	Mud Shot	6	Ground	0	550	7	5	X-Scissor	35	Bug	0	33	5	2100	29	5	2750	11.13	9.09	3.20	64.45%	262000	35.47%	75440	28.18%	#REF!
Victreebel	Grass	Poison	160	207	138	22080	Acid	10	Poison	1	1050	10	9	Sludge Bomb	55	Poison	1	50	5	2600	48	5	5250	11.85	8.57	4.69	68.62%	261648	35.42%	103448	38.64%	#REF!
Kingler	Water		110	240	214	23540	Metal Claw	8	Steel	0	630	7	7	Water Pulse	35	Water	1	25	5	3300	36	4	2520	11.00	11.11	4.05	64.33%	261529	35.40%	95231	35.57%	#REF!
Kingler	Water		110	240	214	23540	Metal Claw	8	Steel	0	630	7	7	Vice Grip	25	Normal	0	20	5	2100	21	3	1890	10.53	11.11	3.50	64.33%	261529	35.40%	82459	30.80%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Rock Smash	15	Fighting	1	1410	12	15	Stone Edge	80	Rock	0	100	50	3100	60	9	12690	12.35	10.64	5.45	71.51%	260585	35.28%	114962	42.94%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Shadow Claw	11	Ghost	1	950	8	12	Shadow Ball	45	Ghost	1	33	5	3080	49	5	4750	13.92	12.63	5.50	80.60%	260582	35.27%	102899	38.43%	#REF!
Vileplume	Grass	Poison	150	202	170	25500	Razor Leaf	15	Grass	1	1450	12	13	Moonblast	85	Fairy	0	100	5	4100	58	9	13050	10.20	8.97	4.71	59.06%	260100	35.21%	120121	44.86%	#REF!
Seadra	Water		110	187	182	20020	Water Gun	6	Water	1	500	7	5	Hydro Pump	90	Water	1	100	5	3800	71	15	7500	12.92	10.00	3.37	74.81%	258658	35.01%	67504	25.21%	#REF!
Vileplume	Grass	Poison	150	202	170	25500	Acid	10	Poison	1	1050	10	9	Moonblast	85	Fairy	0	100	5	4100	58	10	10500	10.14	8.57	4.04	58.71%	258570	35.00%	103115	38.51%	#REF!
Poliwrath	Water	Fighting	180	182	187	33660	Mud Shot	6	Ground	0	550	7	4	Ice Punch	45	Ice	0	33	5	3500	28	5	2750	7.68	7.27	2.63	44.47%	258509	34.99%	88530	33.07%	#REF!
Aerodactyl	Rock	Flying	160	221	164	26240	Steel Wing	15	Steel	0	1330	12	12	Iron Head	30	Steel	0	33	5	2000	23	3	3990	9.85	9.02	4.22	57.04%	258464	34.99%	110662	41.33%	#REF!
Alakazam	Psychic		110	271	194	21340	Confusion	15	Psychic	1	1510	14	17	Shadow Ball	45	Ghost	0	33	5	3080	41	3	4530	12.09	11.26	5.89	70.01%	258001	34.93%	125771	46.97%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Sucker Punch	7	Dark	0	700	9	7	Sludge Wave	70	Poison	1	100	5	3400	77	12	8400	13.64	10.00	4.26	78.98%	255341	34.57%	79733	29.78%	#REF!
Victreebel	Grass	Poison	160	207	138	22080	Acid	10	Poison	1	1050	10	9	Leaf Blade	55	Grass	1	50	25	2800	48	5	5250	11.55	8.57	4.64	66.88%	255024	34.52%	102416	38.25%	#REF!
Scyther	Bug	Flying	140	218	170	23800	Steel Wing	15	Steel	0	1330	12	11	X-Scissor	35	Bug	1	33	5	2100	32	3	3990	10.67	8.27	4.61	61.78%	253946	34.38%	109794	41.01%	#REF!
Victreebel	Grass	Poison	160	207	138	22080	Razor Leaf	15	Grass	1	1450	12	13	Sludge Bomb	55	Poison	1	50	5	2600	48	5	7250	11.47	8.97	5.17	66.42%	253258	34.28%	114189	42.65%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Tackle	12	Normal	0	1100	10	9	Hydro Pump	90	Water	1	100	5	3800	79	10	11000	11.42	8.18	4.59	66.13%	252154	34.13%	101400	37.87%	#REF!
Wigglytuff	Normal	Fairy	280	156	93	26040	Feint Attack	12	Dark	0	1040	10	7	Hyper Beam	120	Normal	1	100	5	5000	79	10	10400	9.68	6.73	3.98	56.05%	252067	34.12%	103742	38.75%	#REF!
Chansey	Normal		500	60	176	88000	Zen Headbutt	12	Psychic	0	1050	9	3	Dazzling Gleam	55	Fairy	0	33	5	4200	12	4	4200	2.86	2.86	1.30	16.56%	251680	34.07%	114783	42.87%	#REF!
Chansey	Normal		500	60	176	88000	Zen Headbutt	12	Psychic	0	1050	9	3	Psybeam	40	Psychic	0	25	5	3800	9	3	3150	2.59	2.86	1.20	16.56%	251680	34.07%	105953	39.57%	#REF!
